Gene ID	Organism	Genomic Location (Gene)	Product Description	Gene Name or Symbol	
Tb11.v5.0591	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:2,747,558..2,749,796(+)	hypothetical protein, conserved	N/A	
Tb927.11.3820	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,120,049..1,120,978(+)	hypothetical protein, conserved	N/A	
Tb927.2.3080	Trypanosoma brucei brucei TREU927	Tb927_02_v5.1:579,130..580,593(+)	cytochrome b5-dependent oleate desaturase	N/A	
Tb927.3.5600	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:1,565,890..1,566,861(+)	hypothetical protein, conserved	N/A	
Tb927.3.3130	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:803,152..808,398(-)	Present in the outer mitochondrial membrane proteome 24	POMP24	
Tb927.4.3370	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:878,204..879,541(-)	hypothetical protein, conserved	N/A	
Tb927.4.5520	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:1,506,174..1,507,298(-)	UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, degenerate	N/A	
Tb927.4.1020	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:276,640..278,244(-)	serine-palmitoyl-CoA transferase, putative	SPT	
Tb927.9.16080	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,556,965..2,557,165(-)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb927.10.11430	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,786,169..2,787,406(+)	hypothetical protein, conserved	N/A	
Tb927.10.12550	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,044,989..3,045,895(-)	hypothetical protein, conserved	N/A	
Tb927.11.12730	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,408,725..3,410,126(-)	hypothetical protein, conserved	N/A	
Tb927.11.18350	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:4,998,049..4,999,548(-)	variant surface glycoprotein (VSG), putative (pseudogene)	N/A	
Tb927.1.4580	Trypanosoma brucei brucei TREU927	Tb927_01_v5.1:945,453..947,168(+)	cyclin-like F-box protein 1C	CFB1C	
Tb927.9.10710	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:1,695,112..1,697,366(-)	hsp70 subfamily B suppressor 1	HBS1	
Tb927.10.8990	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,228,357..2,229,647(+)	hypothetical protein, conserved	N/A	
Tb927.5.2590	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:887,821..888,850(+)	Macro domain containing protein, putative	N/A	
Tb927.10.14620	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,579,955..3,581,953(-)	hypothetical protein, conserved	N/A	
Tb927.11.2510	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:738,111..742,354(-)	NUC173 domain containing protein, putative	N/A	
Tb927.11.18640	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:5,140,125..5,141,603(+)	variant surface glycoprotein (VSG), putative	N/A	
Tb11.0930	Trypanosoma brucei brucei TREU927	tryp_XI-256a10.p1c:9,555..10,639(-)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb927.10.13517	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,299,553..3,300,102(-)	40S ribosomal protein S27-like, putative	N/A	
Tb11.v5.0828	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:4,321,521..4,322,470(-)	hypothetical protein, conserved	N/A	
Tb11.0330	Trypanosoma brucei brucei TREU927	tryp_XI-1036e06.p1k:10,367..12,996(+)	Cornifin (SPRR) family, putative	N/A	
Tb11.1660	Trypanosoma brucei brucei TREU927	tryp_XI-899c04.q1k:24,618..26,445(+)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb927.9.7870	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:1,301,114..1,302,055(-)	hypothetical protein, conserved	N/A	
Tb927.11.13150	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,525,442..3,526,194(-)	UEV domain/Zinc finger, C3HC4 type (RING finger), putative	N/A	
Tb927.11.6330	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:1,778,323..1,783,062(-)	6-phosphogluconolactonase	6PGL	
Tb927.8.4270	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:1,269,407..1,271,602(-)	hypothetical protein, conserved	N/A	
Tb927.9.8410	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:1,370,468..1,373,184(-)	chaperone protein DnaJ, putative	J27	
Tb927.11.12920	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,462,666..3,464,230(-)	hypothetical protein, conserved	N/A	
Tb927.7.1280	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:331,731..332,793(+)	hypothetical protein, conserved	N/A	
Tb927.2.5250	Trypanosoma brucei brucei TREU927	Tb927_02_v5.1:923,072..924,425(+)	tubulin-tyrosine ligase, putative	N/A	
Tb927.8.8010	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:2,373,600..2,376,294(+)	hypothetical protein, conserved	N/A	
Tb927.1.4250	Trypanosoma brucei brucei TREU927	Tb927_01_v5.1:876,432..879,282(+)	hypothetical protein, conserved	N/A	
Tb927.1.4480	Trypanosoma brucei brucei TREU927	Tb927_01_v5.1:923,248..927,993(+)	WD repeat and HMG-box DNA-binding protein, putative	N/A	
Tb927.1.90	Trypanosoma brucei brucei TREU927	Tb927_01_v5.1:50,428..52,253(-)	retrotransposon hot spot protein (RHS, pseudogene), putative	N/A	
Tb927.1.3760	Trypanosoma brucei brucei TREU927	Tb927_01_v5.1:805,538..811,654(-)	hypothetical protein, conserved	N/A	
Tb927.1.1420	Trypanosoma brucei brucei TREU927	Tb927_01_v5.1:360,216..362,252(+)	conserved protein, unknown function	N/A	
Tb927.1.5160	Trypanosoma brucei brucei TREU927	Tb927_01_v5.1:1,026,017..1,026,301(+)	hypothetical protein	N/A	
Tb927.2.4990	Trypanosoma brucei brucei TREU927	Tb927_02_v5.1:880,589..883,359(-)	hypothetical protein, conserved	N/A	
Tb927.3.1070	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:263,815..265,161(+)	Peptide chain release factor 1, mitochondrial, putative	RF1	
Tb927.3.1570	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:409,345..412,681(-)	Lapatinib-binding protein kinase 3	LBPK3	
Tb927.4.3820	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:999,703..1,001,000(-)	hypothetical protein, conserved	N/A	
Tb927.4.1320	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:345,185..348,084(-)	hypothetical protein, conserved	N/A	
Tb927.5.4780	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:1,485,207..1,491,522(-)	variant surface glycoprotein, degenerate	N/A	
Tb927.5.940	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:371,396..374,089(+)	NADH-dependent fumarate reductase, putative	N/A	
Tb927.5.200	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:42,813..44,295(+)	variant surface glycoprotein, degenerate	N/A	
Tb927.7.1170	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:298,804..299,427(+)	RNA-binding protein Y14	Y14	
Tb927.7.2030	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:510,388..513,865(-)	retrotransposon hot spot protein 7 (RHS7), putative	N/A	
Tb927.8.1170	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:373,426..374,487(-)	eukaryotic translation initiation factor 3 subunit h	EIF3H-2	
Tb927.8.7460	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:2,147,358..2,150,131(+)	zinc transporter, putative	N/A	
Tb927.9.8780	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:1,418,338..1,420,019(-)	CCA tRNA nucleotidyltransferase	CAE	
Tb927.9.16480	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,670,274..2,670,549(-)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb927.9.12790	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,016,615..2,020,712(+)	dolichol kinase, putative	N/A	
Tb927_09_v4.snoRNA.0110	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:1,679,522..1,679,806(-)	C/D snoRNA	N/A	
Tb927.9.220	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:36,090..37,433(+)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb927.9.770	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:185,887..186,062(-)	hypothetical protein, conserved	N/A	
Tb927_10_v4.snoRNA.0048:snoRNA	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,761,248..1,761,324(+)	term	N/A	
Tb927.10.11470	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,799,000..2,803,103(+)	hypothetical protein, conserved	N/A	
Tb927.11.13420	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,597,467..3,599,343(-)	PPPDE putative peptidase domain containing protein, putative	N/A	
Tb05.5K5.40	Trypanosoma brucei brucei TREU927	5K5_v5.1:8,406..9,012(-)	hypothetical protein, conserved	N/A	
Tb927.7.4090	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:1,082,322..1,085,693(+)	CMGC/DYRK protein kinase, putative	N/A	
Tb927.8.350	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:94,593..98,427(+)	variant surface glycoprotein, point mutation	N/A	
Tb927.11.13250	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,552,262..3,554,520(-)	eukaryotic translation initiation factor 2 gamma, putative	eIF-2-gamma	
Tb05.5K5.420	Trypanosoma brucei brucei TREU927	5K5_v5.1:122,167..123,255(-)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb927.3.1300	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:320,460..323,088(+)	hypothetical protein, conserved	N/A	
Tb927.10.8860	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,192,760..2,194,423(+)	hypothetical protein, conserved	N/A	
Tb927.10.870	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:230,626..235,216(+)	Furrow 1 protein	FRW1	
Tb927.10.15260	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,719,997..3,722,278(+)	leucine-rich repeat protein (LRRP), putative	LRRC56	
Tb927.10.14200	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,447,552..3,449,160(-)	syntaxin 5	N/A	
Tb927.10.4550	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,163,210..1,163,724(-)	hypothetical protein, conserved	N/A	
Tb11.v5.0291	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:758,885..760,011(+)	cleavage and polyadenylation specificity factor 30 kDa subunit, putative	N/A	
Tb11.v5.0908	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:4,728,247..4,728,447(-)	variant surface glycoprotein (VSG, atypical), putative	N/A	
Tb11.v5.0186	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:246,471..248,713(+)	CLN3 protein, putative	N/A	
Tb11.v5.0886	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:4,629,067..4,632,758(-)	hypothetical protein, conserved	N/A	
Tb11.v5.1046	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:5,550,288..5,552,315(-)	elongation factor 1-alpha, putative	N/A	
Tb927.4.3250	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:853,338..854,525(-)	ESAG11-related protein, putative	N/A	
Tb927.9.700	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:169,757..170,755(-)	hypothetical protein	N/A	
Tb927.10.7050	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,774,669..1,776,340(+)	Chromatin assembly factor 1 subunit B	CAF1B	
Tb05.5K5.270	Trypanosoma brucei brucei TREU927	5K5_v5.1:78,356..79,256(+)	expression site-associated gene 9 (ESAG9), frameshift	N/A	
Tb927.10.6170	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,562,068..1,567,653(-)	hypothetical protein, conserved	N/A	
Tb927.3.4650	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:1,316,508..1,318,041(-)	C-8 sterol isomerase, putative	N/A	
Tb927.4.5610	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:1,532,086..1,533,755(-)	variant surface glycoprotein, degenerate	N/A	
Tb927.6.3700	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:1,103,412..1,104,219(-)	peptidyl-tRNA hydrolase PTH2, putative	N/A	
Tb927.6.4070	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:1,182,580..1,183,587(-)	hypothetical protein, conserved	N/A	
Tb927.7.4480	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:1,191,304..1,192,192(-)	adenosine 5'-monophosphoramidase, putative	N/A	
Tb927.2.5150	Trypanosoma brucei brucei TREU927	Tb927_02_v5.1:909,140..910,654(+)	TPR-repeat protein, putative	N/A	
Tb927.2.3750	Trypanosoma brucei brucei TREU927	Tb927_02_v5.1:669,122..671,861(-)	Domain of unknown function (DUF4520), putative	N/A	
Tb927.2.2720	Trypanosoma brucei brucei TREU927	Tb927_02_v5.1:533,217..540,087(+)	STE/STE7 protein kinase, putative	FlaK	
Tb927.2.1770	Trypanosoma brucei brucei TREU927	Tb927_02_v5.1:328,419..328,699(+)	hypothetical protein, conserved, truncated	N/A	
Tb927.3.3830	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:1,063,424..1,064,870(+)	hypothetical protein, conserved	N/A	
Tb927.3.1530	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:399,670..401,365(-)	CorA-like Mg2+ transporter protein, putative	N/A	
Tb927.4.3193	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:842,652..842,725(-)	tRNA Valine	N/A	
Tb927.4.3890	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:1,022,684..1,026,683(-)	ATP-dependent RNA helicase, putative	N/A	
Tb927.5.4970	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:1,556,955..1,558,455(-)	variant surface glycoprotein, degenerate	N/A	
Tb927.5.5230	Trypanosoma brucei brucei TREU927	Tb927_05_v5.1:1,626,329..1,627,435(-)	expression site-associated gene (ESAG, pseudogene), putative	N/A	
Tb927_06_v4.snoRNA.0005	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:614,393..614,485(-)	C/D snoRNA	N/A	
Tb927.7.4740	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:1,259,243..1,260,425(-)	hypothetical protein, conserved	N/A	
Tb927.7.6884	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:1,956,546..1,956,760(+)	M1 ribosomal RNA	M1	
Tb927.7.7150	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:2,046,157..2,048,169(-)	hypothetical protein, conserved	N/A	
Tb927.7.5110	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:1,348,693..1,350,485(+)	hypothetical protein, conserved	N/A	
Tb927.7.3510	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:907,211..908,808(-)	LSU ribosomal protein, mitochondrial, putative	N/A	
Tb927.7.6490	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:1,762,274..1,763,670(+)	hypothetical protein, conserved	N/A	
Tb927.8.7480	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:2,152,524..2,154,519(+)	hypothetical protein, conserved	N/A	
Tb927.8.3800	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:1,128,820..1,131,277(-)	guanosine diphosphatase, putative	N/A	
Tb927.8.6000	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:1,755,814..1,757,980(+)	fatty acid desaturase, putative	N/A	
Tb927.9.17610	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,972,355..2,973,174(+)	variant surface glycoprotein (VSG, pseudogene), putative	N/A	
Tb927.9.11370	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:1,787,858..1,788,336(+)	hypothetical protein, conserved	N/A	
Tb927.9.3480	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:713,960..714,708(+)	U5Cwc21 small nuclear ribonucleoprotein	CWC21	
Tb927.9.16050	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,546,414..2,552,240(+)	leucine-rich repeat protein (pseudogene), putative	N/A	
Tb927.9.11850	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:1,847,726..1,853,097(+)	structural maintenance of chromosome 1, putative	SMC1	
Tb927.10.13700	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:3,348,781..3,349,732(-)	phosphatidic acid phosphatase alpha, putative	N/A	
Tb927.10.1170	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:311,289..317,710(-)	intraflagellar transport protein 172	IFT172	
Tb927.10.5980	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,500,698..1,503,057(-)	leucine-rich repeat protein (LRRP), putative	N/A	
Tb11.v5.0454	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:1,827,087..1,828,141(-)	GTPase activating protein, putative	N/A	
Tb11.v5.0502	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:2,073,599..2,078,058(+)	hypothetical protein, conserved	N/A	
Tb11.v5.0383	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:1,328,678..1,331,978(-)	zeta tubulin, putative	N/A	
Tb11.v5.0196	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:284,419..287,012(-)	Proteasome subunit A N-terminal signature/Proteasome subunit, putative	N/A	
Tb11.v5.1054	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:5,574,079..5,576,835(+)	nucleobase/nucleoside transporter 8.1, putative	N/A	
Tb11.v5.0710	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:3,612,326..3,614,064(-)	Gp63-1 surface protease homolog, putative	N/A	
Tb11.v5.0176	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:216,747..218,379(-)	NAD(p)-dependent steroid dehydrogenase-like protein	N/A	
Tb927.11.3300	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:961,518..967,718(+)	Spindle assembly abnormal 4	SAS-4	
Tb927.4.2220	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:574,657..578,772(+)	TPR-repeat-containing chaperone protein DNAJ, putative	J51	
Tb927.7.2690	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:703,302..704,217(-)	hypothetical protein, conserved	N/A	
Tb927.7.620	Trypanosoma brucei brucei TREU927	Tb927_07_v5.1:127,953..129,249(-)	hypothetical protein, conserved	N/A	
Tb927.8.5430	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:1,607,513..1,608,351(-)	Snf7, putative	N/A	
Tb927.11.12450	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,332,802..3,335,153(+)	Bardet-Biedl syndrome 8 protein	BBS8	
Tb927.11.15970	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:4,225,823..4,229,661(-)	Guanine nucleotide exchange factor in Golgi transport N-terminal/Sec7 domain containing protein, putative	N/A	
Tb10.v4.0219	Trypanosoma brucei brucei TREU927	tryp_X-448g06.q1c:35,071..35,766(-)	retrotransposon hot spot protein (RHS, pseudogene), putative	N/A	
Tb927.11.16600	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:4,407,155..4,408,411(-)	exosome-associated protein 2	EAP2	
Tb927.11.12310	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,289,401..3,293,197(+)	cdc2-related kinase 12	CRK12	
Tb927.11.7600	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:2,151,923..2,154,117(-)	hypothetical protein, conserved	N/A	
Tb927.11.3330	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:972,340..976,881(+)	hypothetical protein, conserved	N/A	
Tb927.11.2620	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:768,494..771,949(-)	hypothetical protein, conserved	N/A	
Tb927.11.14290	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,802,171..3,803,412(+)	vacuolar sorting protein, putative	N/A	
Tb08.27P2.510	Trypanosoma brucei brucei TREU927	Tbrucei.chr8.100:95,919..97,385(-)	variant surface glycoprotein, degenerate	N/A	
Tb10.v4.0088	Trypanosoma brucei brucei TREU927	tryp_X-206a03.p1c:18,642..20,135(-)	variant surface glycoprotein (VSG), putative	N/A	
Tb927.3.4670	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:1,320,660..1,323,117(-)	cdc2-related kinase 10, putative	CRK10	
Tb927.3.3423	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:906,206..908,032(+)	28S alpha ribosomal RNA	28S-alpha	
Tb927.3.5660	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:1,580,614..1,583,258(+)	UDP-GlcNAc:alpha3-D-mannoside beta-1,2-N-acetylglucosaminyltransferase I	GnTI	
Tb927.3.3230	Trypanosoma brucei brucei TREU927	Tb927_03_v5.1:833,221..835,110(-)	NOL1/NOP2/sun family, putative	N/A	
Tb927.4.1590	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:408,940..410,236(-)	Present in the outer mitochondrial membrane proteome 28	POMP28	
Tb927.4.4710	Trypanosoma brucei brucei TREU927	Tb927_04_v5.1:1,294,990..1,298,146(-)	hypothetical protein, conserved	N/A	
Tb927.6.3230	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:957,160..958,881(+)	RNA pseudouridylate synthase, putative	N/A	
Tb927.6.610	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:247,638..249,411(-)	kinetoplast ribosomal PPR-repeat containing protein 18	KRIPP18	
Tb927.6.4290	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:1,219,815..1,220,674(-)	hypothetical protein, conserved (pseudogene)	N/A	
Tb927_06_v4.snoRNA.0028	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:614,516..614,604(-)	C/D snoRNA	N/A	
Tb927.6.4080	Trypanosoma brucei brucei TREU927	Tb927_06_v5.1:1,183,727..1,184,603(-)	ribosomal protein, putative	N/A	
Tb8.NT.13	Trypanosoma brucei brucei TREU927	Tb927_08_v5.1:267,137..267,403(-)	Noncoding RNA, putative	N/A	
Tb927.9.1250	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:319,053..320,675(+)	variant surface glycoprotein (VSG), putative	N/A	
Tb927.9.5700	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:976,694..983,694(+)	hypothetical protein, conserved	N/A	
Tb927.9.13380	Trypanosoma brucei brucei TREU927	Tb927_09_v5.1:2,117,935..2,121,171(-)	Autophagy-related protein 24	ATG24	
Tb927.10.7040	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,772,060..1,774,383(+)	hypothetical protein, conserved	N/A	
Tb927.10.8930	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,215,489..2,218,861(+)	paraflagellar rod component, putative	PFC18	
Tb927.10.7610	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:1,912,070..1,917,142(-)	NADH-ubiquinone oxidoreductase complex I subunit, putative	N/A	
Tb927.10.1970	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:513,698..518,756(+)	CHAT domain containing protein, putative	N/A	
Tb927.10.10100	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,489,064..2,492,083(+)	hypothetical protein, conserved	N/A	
Tb927.10.8080	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,012,903..2,015,281(-)	Uncharacterized conserved protein (DUF2042), putative	N/A	
Tb927.10.11960	Trypanosoma brucei brucei TREU927	Tb927_10_v5.1:2,913,378..2,914,717(+)	Serine/threonine-protein phosphatase 1 regulatory subunit, putative	PNUTS	
Tb927.11.18880	Trypanosoma brucei brucei TREU927	Tb927_11_RH_fork_v5.1:75,410..76,717(+)	variant surface protein (VSG), putative (pseudogene)	N/A	
Tb11.v5.0872	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:4,541,535..4,542,881(+)	variant surface glycoprotein (VSG), putative	N/A	
Tb11.v5.0744	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:3,832,222..3,834,543(+)	phosphatidylinositol 3-kinase tor, putative	N/A	
Tb11.v5.0337	Trypanosoma brucei brucei TREU927	Tb927_11_bin_v5.1:982,670..1,008,159(-)	hypothetical protein, conserved	N/A	
Tb927.11.1190	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:348,604..350,308(+)	Ring finger domain/PHD-finger, putative	N/A	
Tb927.11.11425	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:3,057,604..3,057,786(+)	hypothetical protein	N/A	
Tb927.11.15780	Trypanosoma brucei brucei TREU927	Tb927_11_v5.1:4,177,904..4,178,317(-)	hypothetical protein, conserved	N/A	
